MITI,NANDU,MIGE,TISHI,JIEMI,MIDI,FAYIN,JIESHI,ZAOJU
哭诉,2,掉首格,根据谜题字词近义联想、合成,哭解为泪流下，诉即诉说解为声音，可得泪声俱下，由于掉首格，可解为声泪俱下,声泪俱下,shēng lèi jù xià,一边说一边哭。形容极其悲恸。,他讲到激昂时，～。（邹韬奋《经历·高等法院》）
妃子,5,灯谜,根据字的拆分、组合以及字词近义联想、合成,妃字可拆为女、己，己即自，好字可拆为女、子，子换成己得妃，于是可解为好自为之,好自为之,hǎo zì wéi zhī,劝别人或自勉要好好地活下去或干下去。,高阳《胡雪岩全传·萧瑟洋场》：“你断弦也有两年了，～。”
滩,4,灯谜,根据字的拆分以及结构联想、合成,滩字可拆为水、难，覆水难收即为滩,覆水难收,fù shuǐ nán shōu,倒在地上的水难以收回。比喻事情已成定局，无法挽回。,古人说：“沉舟可补，～”，这话很有道理。
整理垃圾可再用,3,螺旋格,根据谜题字词近义联想、合成,垃圾解为废旧物品，整理解为修理，可再用解为可利用，即得修废旧利，由于螺旋格，可解得修旧利废,修旧利废,xiū jiù lì fèi,把破旧的修补好，把废物利用起来。指厉行节约。,我们～，充分利用资源
农产品,5,灯谜,根据所描述事物特点联想、合成,既然是农产品自然是土生土长了,土生土长,tǔ shēng tǔ zhǎng,当地生长的。,他是当地～干部，对这里的情况了如指掌。
女子组教练,3,虾须格,根据谜题字词近义以及相关义联想、合成,也就是女子做了别人的老师，好字可以拆为女、子，即女子为人师，由于虾须格，可解得好为人师,好为人师,hào wéi rén shī,喜欢当别人的教师。形容不谦虚，自以为是，爱摆老资格。,科学的态度是“实事求是”，“自以为是”和“～”那样狂妄的态度是决不能解决问题的。（毛泽东《新民主主义论》）
咄,5,灯谜,根据字的拆分以及结构联想、合成,咄字可拆分为口、出，脱口而出即咄,脱口而出,tuō kǒu ér chū,不经考虑，随口说出。,大作家的作品，言辞～，没有矫揉造作的姿态。
蜡烛,10,灯谜,根据所描述事物特点以及字词相关义、引申义联想、合成,可以联想到用火点着烧了自己的身体，解为引火烧身,引火烧身,yǐn huǒ shāo shēn,原比喻自讨苦吃或自取灭亡。现多比喻主动暴露自己的缺点错误，以争取大家的批评帮助。,谁胆敢发动战争，必定会～。
最不好处理的坏人,1,谜语,根据谜题意思联想,该类型谜题根据答案容易得出,城狐社鼠,chéng hú shè shǔ,社：土地庙。城墙上的狐狸，社庙里的老鼠。比喻依仗权势作恶，一时难以驱除的小人。,以事论，则现在的教育界中实无豺虎，但有些～之流，那是当然不能免的。（鲁迅《华盖集·“公理”的把戏》）
棚,6,灯谜,根据字的拆分以及结构联想、合成,棚字可拆为木、朋，分崩即朋，离析即木，于是可解为分崩离析,分崩离析,fēn bēng lí xī,崩：倒塌；析：分开。崩塌解体，四分五裂。形容国家或集团分裂瓦解。,战争使全国～的局面变成了比较团结的局面。（毛泽东《和英国记者贝特兰的谈话》）
假眼,7,灯谜,根据所描述事物特点以及字词近义联想、合成,假眼不能转动，可解为目不转睛,目不转睛,mù bù zhuǎn jīng,眼珠子一动不动地盯着看。形容注意力集中。,他总是～地看老师讲课。
为的是扫平威虎山,3,双钩格,根据谜题字词近义联想、合成,为的是解为所思，扫平威虎山可解为夷平匪患，即得所思夷匪，由于双钩格，解为匪夷所思,匪夷所思,fěi yí suǒ sī,匪：不是；夷：平常。指言谈行动离奇古怪，不是一般人根据常情所能想象的。,孙莱山入枢廷，是在意中，乌少云则～了。（高阳《清宫外史》下册）
皇榜,3,谜语·灯谜,根据所描述事物的作用联想,科举名单，能在这表格上面的自然都是人才，可以解为一表人才,一表人才,yī biǎo rén cái,表：指外貌。形容人容貌俊秀端正。,太子波前妃生子名夫差，年已二十六岁矣，生得昂藏英伟，～。（明·冯梦龙《东周列国志》第七十九回）
腹算,2,谜语,根据谜题意思以及近义联想,腹算可以解为心算，即心中有数,心中有数,xīn zhōng yǒu shù,对情况和问题有基本的了解，处理事情有一定把握。,春玲要先同儒春谈一次，摸摸他的底，～，为她去和老东山交锋做准备。（冯德英《迎春花》第八章）
毒蛇做梦吞大象,3,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,野心勃勃,yě xīn bó bó,勃勃：旺盛的样子。形容野心非常大。,济度～地说大话：“我要斩草除根，拿下厦门，踏平他的巢穴！”（华而实《汉衣冠》七）
少年儿童难以答对谜底,4,灯谜,根据谜题字词别意以及近义联想、合成,少年、儿童解为两小，难以答对谜题解为无法猜对谜底，即得两小无猜,两小无猜,liǎng xiǎo wú cāi,男女小时候在一起玩耍，没有猜疑。,翁有女，小字江城，与生同甲，时皆八、九岁，～，日共嬉戏。（清·蒲松龄《聊斋志异·江城》）
骗子遇强盗,9,灯谜,根据人物特点以及字词相关义联想、合成,骗子自然是骗取即巧取，强盗则是强抢即豪夺，可解为巧取豪夺,巧取豪夺,qiǎo qǔ háo duó,巧取：软骗；豪夺：强抢。旧时形容达官富豪谋取他人财物的手段。现指用各种方法谋取财物。,“～”这成语，不正好用韩非的名言“儒以文乱法，侠以武犯禁”来说明吗？（闻一多《关于儒、道、土匪》）
回,5,灯谜,根据字的拆分、结构以及相关义联想、合成,回字可以拆为口、口，包围结构，由于内外一样，所以可解为表里如一,表里如一,biǎo lǐ rú yī,表：外表；里：内心。表面和内心象一个东西。形容言行和思想完全一致。,我言行一致，～。（郭沫若《屈原》第四幕）
生气勃勃,5,粉颈格,根据谜题字词近义以及相关义联想、合成,生气即怒，勃勃即兴盛的样子，样子可解为脸色，即怒兴于色，由于粉颈格，可得怒形于色,怒形于色,nù xíng yú sè,形：显露；色：脸色。内心的愤怒在脸上显露出来。,～，在商场上是一大忌。
守,6,灯谜,根据字的拆分以及结构联想、合成,守字可拆为上下两部分，容头过身即守字,容头过身,róng tóu guò shēn,只要头容得下，身子就过得去。比喻得过且过。,《后汉书·西羌传》：“今三郡未复，园陵单外，而公卿选懦，～。”
少女十六岁,2,谜语·灯谜,根据谜题字词别称联想,又称破瓜之年,破瓜之年,pò guā zhī nián,瓜字可以分割成两个八字，所以旧诗文称女子十六岁时为“破瓜之年”。,她到了～已长得婷婷玉立
两种方法断火源,4,粉颈格,根据谜题字词别意以及近义联想、合成,断火源可以解为截断可燃物，两种方法可解为不同的方法，即截燃不同，由于粉颈格，可得截然不同,截然不同,jié rán bù tóng,形容两件事物毫无共同之处。,直到近来，经过许多学者的研究，才知道孩子的世界，与成人～。（鲁迅《坟·我们现在怎样做父亲》）
读书破万卷，下笔如有神,2,谜语,根据谜题意思联想,读了万卷书，熟悉了很多知识，自然写起东西来神气、巧妙了，可得熟能生巧,熟能生巧,shú néng shēng qiǎo,熟练了，就能找到窍门。,要想掌握技术，只有勤学苦练，才能～。
故事新编,4,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,故事一般指旧事、古代的事，新编可解为今天重新用，于是可解为古为今用,古为今用,gǔ wéi jīn yòng,批判地继承文化遗产，使之为今天的无产阶级政治服务。,研究古典文学要坚持～的原则。
贴肚皮膏药,2,素胫格,根据所描述事情所产生的景象联想,自然是贴在了肚皮上，即得置之肚外，由于素胫格，可解为置之度外,置之度外,zhì zhī dù wài,度：考虑。放在考虑之外。指不把个人的生死利害等放在心上。,七十老翁，死生早～，由他去吧。（清·曾朴《孽海花》第二十七回）
户口普查,5,掉首格,根据谜题字词近义以及引申义联想、合成,人口普查的时候所有住户都要进去统计的，解为所无不至，由于掉首格，可得无所不至,无所不至,wú suǒ bù zhì,至：到。指没有不到的地方。也指什么坏事都做绝了。,夜间絮絮叨叨，你问我答，凡街坊秽亵之谈，～。（明·冯梦龙《古今小说》卷一）
道之所塞,1,谜语·灯谜,根据谜题字词近义联想、合成,也就是这条路不通了，即得此路不通,此路不通,cǐ lù bù tōng,指这种方法或途径行不通,叶圣陶《儿子的订婚》：“我国如果仿行起来，将会感到‘～’吧。”
天天,3,谜语·灯谜,根据谜题字词别称联想、合成,天别称玄，天天即玄之又玄,玄之又玄,xuán zhī yòu xuán,原为道家语，形容道的微妙无形。后多形容非常奥妙，不易理解。,第六客是～的鬼学家。（刘半农《作揖主义》）
第一家,2,谜语·灯谜,根据谜题字词近义联想、合成,也就是之前这样的家是没有的，家可解为所，即得前所未有,前所未有,qián suǒ wèi yǒu,从来没有过的。,社会主义制度的建立在中国历史上是～的伟大变革。
大怒伤身体,2,谜语·灯谜,根据谜题字词近义联想、合成,大即盛，怒即生气，伤人可解为欺负人、凌人，可得盛气凌人,盛气凌人,shèng qì líng rén,盛气：骄横的气焰；凌：欺凌。以骄横的气势压人。形容傲慢自大，气势逼人。,共产党员决不可自以为是，～，以为自己是什么都好，别人是什么都不好。（毛泽东《在陕甘宁边区参议会的演说》）
师兄弟练武,1,粉颈格,根据谜题字词近义联想、合成,师兄弟解为同师，练武解为操练兵器，兵器即戈，即得同师操戈，由于粉颈格，解为同室操戈,同室操戈,tóng shì sāo gē,同室：一家，指自己人；操：拿起；戈：古代的兵器。自家人动刀枪。指兄弟争吵。泛指内部斗争。,为宋学者，不第攻汉儒而已也，仰且～矣。（清·江藩《宋学渊源记序》卷上）
日差,2,脱帽格,根据谜题字词近义联想、合成,日可解为天，差解为不足，即得天不足，由于脱帽格，加上“先”字可得先天不足,先天不足,xiān tiān bù zú,先天：人或动物的胚胎时期。原指人或动物生下来体质就不好。后也指事物的根基差。,这孩子～，虽然后天营养良好，也显得瘦弱。
大家满意,5,灯谜,根据谜题字词别意以及近义联想、合成,也就是没有一个不满足的，可解为不一而足,不一而足,bù yī ér zú,足：充足。指同类的事物不只一个而是很多，无法列举齐全。,两边摆地摊，售卖农家器具及乡下日用物件的，～。（清·刘鹗《老残游记》第十一回）
空酒瓶子,8,灯谜,根据所描述事物特点以及相关义联想、合成,可以想到瓶子有瓶口，由于是空的可解为无内心，可得有口无心,有口无心,yǒu kǒu wú xīn,嘴上说了，心里可没那样想。指不是有心说的。,大爷快别动气，咱是个～的人，不会说话。（清·李宝嘉《活地狱》第二回）
电梯,7,灯谜,根据所描述事物特点以及相关义联想、合成,可以想到电梯可上可下，于是解为能上能下,能上能下,néng shàng néng xià,指干部不计较职位高低，不论处于领导岗位或在基层从事实际工作，都能踏踏实实地干。实行能上能下，是对干部职务终身制的一项重要改革。,他真是一个～的人。
四色,2,谜语·灯谜,根据颜色联想、合成,也就是四种颜色，需要四个字都是颜色，可以解为青红皂白,青红皂白,qīng hóng zào bái,皂：黑色。青、红、黑、白四色。比喻事情的是非或原因。,妈妈和哥哥且别叫喊，消消停停的，就有个～了。（清·曹雪芹《红楼梦》第三十四回）
