TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
鹧鸪天·彩袖殷勤捧玉钟,宋代,晏几道,彩袖殷勤捧玉钟，当年拚却醉颜红。#舞低杨柳楼心月，歌尽桃花扇底风。#从别后，忆相逢，几回魂梦与君同。#今宵剩把银釭照，犹恐相逢是梦中。,当年首次相逢你酥手捧杯殷勤劝酒频举玉盅，是那么地温柔美丽和多情，我开怀畅饮喝得酒醉脸通红。翩翩起舞从月上柳梢的傍晚时分开始，直到楼顶月坠楼外树梢的深夜，我们尽情地跳舞歌唱，筋疲力尽累到无力再把桃花扇摇动。自从那次离别后，我总是怀念那美好的相逢，多少回梦里与你相拥。今夜里我举起银灯把你细看，还怕这次相逢又是在梦中。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
鹧鸪天·小令尊前见玉箫,宋代,晏几道,小令尊前见玉箫。#银灯一曲太妖娆。#歌中醉倒谁能恨，唱罢归来酒未消。#春悄悄，夜迢迢。#碧云天共楚宫遥。#梦魂惯得无拘检，又踏杨花过谢桥。,在酒席筵边，唱的是小令，我见到了玉箫。银灯把她映照，只一曲轻歌，便显出妩媚娇娆。在歌声中醉倒，谁能认为遗憾产生悔恨懊恼，歌声停歇了，带着余音归来，酒意还不见微消。春天如此静悄，春夜如此漫长，迟迟不见破晓。仰望碧空的游云，难道它跟楚国宫殿一样地天远路遥。做个梦吧，只有梦境才能打破束缚人的框框条条，这是梦，还是真，反正我踏着满地杨花走过了谢家的小桥。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
阮郎归·旧香残粉似当初,宋代,晏几道,旧香残粉似当初。#人情恨不如。#一春犹有数行书。#秋来书更疏。#衾凤冷，枕鸳孤。#愁肠待酒舒。#梦魂纵有也成虚。#那堪和梦无。,旧日用残的香粉芳馥似当初，人儿的情意淡了反恨不如。一个春天还寄来几行书信，到了秋天书信越见稀疏。绣凤被儿冷，鸳鸯枕儿孤，郁郁愁肠只待酒来宽舒。梦魂儿纵然有相逢把晤也成虚无，怎忍受连想做个虚幻的梦儿也无路。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
卖花声·题岳阳楼,宋代,张舜民,木叶下君山。#空水漫漫。#十分斟酒敛芳颜。#不是渭城西去客，休唱阳关。#醉袖抚危栏。#天淡云闲。#何人此路得生还。#回首夕阳红尽处，应是长安。,秋风里万木凋零，君山上落叶纷飞；洞庭湖水与长天一色，浩浩荡荡。歌女斟满一杯酒，敛起笑容，要唱一首送别歌。我不是当年王维在渭城送别西去的客人，请不要唱这曲令人悲伤的《阳关》。酒醉后，手扶楼上的栏杆举目远望，天空清远，白云悠然。被贬的南行囚客有几人能从这条路上生还呢？回望处，夕阳映红了天边，那里应该是我离开的京都长安。,"张舜民生卒年不详，北宋文学家、画家。字芸叟，自号浮休居士，又号矴斋。邠州（今陕西彬县）人。诗人陈师道之姊夫。英宗治平二年(1065)进士，为襄乐令。元丰中，环庆帅高遵裕辟掌机密文字。元祐初做过监察御史。为人刚直敢言。徽宗时升任右谏议大夫,任职七天,言事达60章，不久以龙图阁待制知定州。后又改知同州。曾因元祐党争事，牵连治罪，被贬为楚州团练副使，商州安置。后又出任过集贤殿修撰。"
水龙吟·次韵章质夫杨花词,宋代,苏轼,似花还似非花，也无人惜从教坠。#抛家傍路，思量却是，无情有思。#萦损柔肠，困酣娇眼，欲开还闭。#梦随风万里，寻郎去处，又还被、莺呼起。#不恨此花飞尽，恨西园、落红难缀。#晓来雨过，遗踪何在？#一池萍碎。#春色三分，二分尘土，一分流水。#细看来，不是杨花，点点是离人泪。,非常像花又好像不是花，无人怜惜任凭衰零坠地。把它抛离在家乡路旁，细细思量仿佛又是无情，实际上则饱含深情。受伤柔肠婉曲娇眼迷离，想要开放却又紧紧闭上。蒙混随风把心上人寻觅，却又被黄莺儿无情叫起。不恨这种花儿飘飞落尽，只是抱怨愤恨那个西园、满地落红枯萎难再重缀。清晨雨后何处落花遗踪？飘入池中化成一池浮萍。如果把春色姿容分三份，其中的二份化作了尘土，一份坠入流水了无踪影。细看来那全不是杨花啊，是那离人晶莹的眼泪啊。,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
水调歌头·明月几时有,宋代,苏轼,明月几时有？#把酒问青天。#不知天上宫阙，今夕是何年。#我欲乘风归去，又恐琼楼玉宇，高处不胜寒。#起舞弄清影，何似在人间？#转朱阁，低绮户，照无眠。#不应有恨，何事长向别时圆？#人有悲欢离合，月有阴晴圆缺，此事古难全。#但愿人长久，千里共婵娟。,N/A,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
念奴娇·赤壁怀古,宋代,苏轼,大江东去，浪淘尽，千古风流人物。#故垒西边，人道是，三国周郎赤壁。#乱石穿空，惊涛拍岸，卷起千堆雪。#江山如画，一时多少豪杰。#遥想公瑾当年，小乔初嫁了，雄姿英发。#羽扇纶巾，谈笑间，樯橹灰飞烟灭。#故国神游，多情应笑我，早生华发。#人生如梦，一尊还酹江月。,大江浩浩荡荡向东流去，滔滔巨浪淘尽千古英雄人物。那旧营垒的西边，人们说那就是三国周瑜鏖战的赤壁。陡峭的石壁直耸云天，如雷的惊涛拍击着江岸，激起的浪花好似卷起千万堆白雪。雄壮的江山奇丽如图画，一时间涌现出多少英雄豪杰。遥想当年的周瑜春风得意，绝代佳人小乔刚嫁给他，他英姿奋发豪气满怀。手摇羽扇头戴纶巾，谈笑之间，强敌的战船烧得灰飞烟灭。我今日神游当年的战地，可笑我多情善感，过早地生出满头白发。人生犹如一场梦，且洒一杯酒祭奠江上的明月。,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
西江月·世事一场大梦,宋代,苏轼,世事一场大梦，人生几度秋凉？#夜来风叶已鸣廊。#看取眉头鬓上。#酒贱常愁客少，月明多被云妨。#中秋谁与共孤光。#把盏凄然北望。,世上万事恍如一场大梦，人生经历了几度新凉的秋天？到了晚上，风吹动树叶发出的声音，响彻回廊里，看看自己，眉头鬓上又多了几根银丝。酒并非好酒，却为客少发愁，月亮虽明，却总被云遮住。在这中秋之夜，谁能够和我共同欣赏这美妙的月光？我只能拿起酒杯，凄然望着北方。,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
西江月·顷在黄州,宋代,苏轼,照野弥弥浅浪，横空隐隐层霄。#障泥未解玉骢骄，我欲醉眠芳草。#可惜一溪风月，莫教踏碎琼瑶。#解鞍欹枕绿杨桥，杜宇一声春晓。,月光照在波光粼粼的河面上，天空中有几丝淡淡的云彩。白色的马儿此时尚气宇昂扬，我却不胜酒力，在河边下马，等不及解下马鞍，就想倒在这芳草中睡一觉。这小河中的清风明月多么可爱，马儿啊可千万不要踏碎那水中的月亮。我解下马鞍作枕头，斜卧在绿杨桥上进入了梦乡，听见杜鹃叫时，天已明了。,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
临江仙·夜饮东坡醒复醉,宋代,苏轼,夜饮东坡醒复醉，归来仿佛三更。#家童鼻息已雷鸣。#敲门都不应，倚杖听江声。#长恨此身非我有，何时忘却营营。#夜阑风静縠纹平。#小舟从此逝，江海寄余生。,夜深宴饮在东坡的寓室里醒了又醉，回来的时候仿佛已经三更。这时家里的童仆早已睡熟鼾声如雷鸣。轻轻地敲了敲门，里面全不回应，只好独自倚着藜杖倾听江水奔流的吼声。经常愤恨这个躯体不属于我自己，什么时候能忘却为功名利禄而奔竞钻营！趁着这夜深、风静、江波坦平，驾起小船从此消逝，泛游江河湖海寄托余生。,苏轼（1037－1101），北宋文学家、书画家、美食家。字子瞻，号东坡居士。汉族，四川人，葬于颍昌（今河南省平顶山市郏县）。一生仕途坎坷，学识渊博，天资极高，诗文书画皆精。其文汪洋恣肆，明白畅达，与欧阳修并称欧苏，为“唐宋八大家”之一；诗清新豪健，善用夸张、比喻，艺术表现独具风格，与黄庭坚并称苏黄；词开豪放一派，对后世有巨大影响，与辛弃疾并称苏辛；书法擅长行书、楷书，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄庭坚、米芾、蔡襄并称宋四家；画学文同，论画主张神似，提倡“士人画”。著有《苏东坡全集》和《东坡乐府》等。
