TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
春宿左省,唐代,杜甫,花隐掖垣暮，啾啾栖鸟过。#星临万户动，月傍九霄多。#不寝听金钥，因风想玉珂。#明朝有封事，数问夜如何。,左偏殿矮墙遮隐花丛，日已将暮，投宿的鸟儿，一群群鸣叫着飞过。星临宫中，千门万户似乎在闪烁，靠近天廷，所得的月光应该更多。夜不敢寝，听到宫门开启的钥锁，晚风飒飒，想起上朝马铃的音波。明晨上朝，还有重要的大事要做，心里不安，多次地探问夜漏几何？,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
旅宿,唐代,杜牧,旅馆无良伴，凝情自悄然。#寒灯思旧事，断雁警愁眠。#远梦归侵晓，家书到隔年。#沧江好烟月，门系钓鱼船。,韵译住在旅馆中并无好的旅伴；忧郁的心情恰似凝固一般。对着寒灯回忆起故乡往事；就象失群的孤雁警醒愁眠。家乡太远归梦到破晓未成；家书寄到旅馆已时隔一年。我真羡慕门外沧江的烟月；渔人船只就系在自家门前。,杜牧（公元803－约852年），字牧之，号樊川居士，汉族，京兆万年（今陕西西安）人，唐代诗人。杜牧人称“小杜”，以别于杜甫。与李商隐并称“小李杜”。因晚年居长安南樊川别墅，故后世称“杜樊川”，著有《樊川文集》。
春宫怨,唐代,杜荀鹤,早被婵娟误，欲妆临镜慵。#承恩不在貌，教妾若为容。#风暖鸟声碎，日高花影重。#年年越溪女，相忆采芙蓉。,早年我被容貌美丽所误，落入宫中；我懒得对镜梳妆打扮，是没有受宠。蒙恩受幸，其实不在于俏丽的容颜；到底为取悦谁，叫我梳妆修饰仪容。鸟儿啼声繁碎，是为有和暖的春风；太阳到了正午，花影才会显得浓重。我真想念，年年在越溪浣纱的女伴；欢歌笑语，自由自在地采撷着芙蓉。,杜荀鹤(846～904)，唐代诗人。字彦之，号九华山人。汉族，池州石埭（今安徽石台）人。大顺进士，以诗名，自成一家，尤长于宫词。大顺二年，第一人擢第，复还旧山。宣州田頵遣至汴通好，朱全忠厚遇之，表授翰林学士、主客员外郎、知制诰。恃势侮易缙绅，众怒，欲杀之而未及。天祐初卒。自序其文为《唐风集》十卷，今编诗三卷。事迹见孙光宪《北梦琐言》、何光远《鉴诫录》、《旧五代史&183;梁书》本传、《唐诗纪事》及《唐才子传》。
和晋陵陆丞早春游望,唐代,杜审言,独有宦游人，偏惊物候新。#云霞出海曙，梅柳渡江春。#淑气催黄鸟，晴光转绿蘋。#忽闻歌古调，归思欲沾巾。,只有远离故里外出做官之人，特别敏感自然物候转化更新。海上云霞灿烂旭日即将东升，江南梅红柳绿江北却才回春。和暖的春气催促着黄莺歌唱，晴朗的阳光下绿萍颜色转深。忽然听到你歌吟古朴的曲调，勾起归思情怀令人落泪沾襟。,杜审言（约645-708），字必简，汉族，中国唐朝襄州襄阳人，是大诗人杜甫的祖父。唐高宗咸亨进士，唐中宗时，因与张易之兄弟交往，被流放峰州（今越南越池东南）。曾任隰城尉、洛阳丞等小官，累官修文馆直学士，少与李峤、崔融、苏味道齐名，称“文章四友”，是唐代“近体诗”的奠基人之一，作品多朴素自然。其五言律诗，格律谨严。
杂诗三首·其三,唐代,沈佺期,闻道黄龙戍，频年不解兵。#可怜闺里月，长在汉家营。#少妇今春意，良人昨夜情。#谁能将旗鼓，一为取龙城。,早就听说黄龙城有战争，连续多年不见双方撤兵。可怜闺中寂寞独自看月，她们思念之心长在汉营。今晚上少妇的相思情意，正是昨夜征夫想家之情。何时高举战旗擂鼓进军，但愿一鼓作气取龙城。,沈佺期，字云卿，相州内黄人。善属文，尤长七言之作。擢进士第。长安中，累迁通事舍人，预修《三教珠英》，转考功郎给事中。坐交张易之，流驩州。稍迁台州录事参军。神龙中，召见，拜起居郎，修文馆直学士，历中书舍人，太子少詹事。开元初卒。建安后，讫江左，诗律屡变，至沈约、庾信，以音韵相婉附，属对精密，及佺期与宋之问，尤加靡丽。回忌声病，约句准篇，如锦绣成文，学者宗之，号为沈宋。语曰：苏李居前，沈宋比肩。集十卷，今编诗三卷。
宿桐庐江寄广陵旧游,唐代,孟浩然,山暝闻猿愁，沧江急夜流。#风鸣两岸叶，月照一孤舟。#建德非吾土，维扬忆旧游。#还将两行泪，遥寄海西头。,山色昏暗听到猿声使人生愁，桐江苍茫夜以继日向东奔流。两岸风吹树动枝叶沙沙作响，月光如水映照江畔一叶孤舟。建德风光虽好却非我的故土，我仍然怀念扬州的故交老友。相忆相思我抑不住涕泪两行，遥望海西头把愁思寄去扬州。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
留别王侍御维,唐代,孟浩然,寂寂竟何待，朝朝空自归。#欲寻芳草去，惜与故人违。#当路谁相假，知音世所稀。#只应守寂寞，还掩故园扉。,这样寂寞还等待着什么？天天都是怀着失望而归。我想寻找幽静山林隐去，又可惜要与老朋友分离。当权者有谁肯能援引我，知音人在世间实在稀微。只应该守寂寞了此一生，关闭上柴门与人世隔离。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
早寒江上有怀,唐代,孟浩然,木落雁南度，北风江上寒。#我家襄水曲，遥隔楚云端。#乡泪客中尽，孤帆天际看。#迷津欲有问，平海夕漫漫。,树叶飘落大雁飞向南方，北风萧瑟江上分外寒冷。我家在曲曲弯弯襄水边，远隔楚天云海迷迷茫茫。思乡的眼泪在旅途流尽，看归来的帆在天边徜徉。风烟迷离渡口可在何处，茫茫江水在夕阳下荡漾。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
岁暮归南山,唐代,孟浩然,北阙休上书，南山归敝庐。#不才明主弃，多病故人疏。#白发催年老，青阳逼岁除。#永怀愁不寐，松月夜窗虚。,不再在朝廷宫门前陈述已见，返归终南山我那破旧的茅屋。没有才能才使君主弃我不用，又因多染病痛朋友与我离疏。白发渐渐增多催人慢慢老去，岁暮已至新春已经快要临近。心怀愁绪万千使人夜不能寐，松影月光映照窗户一片空寂。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
过故人庄,唐代,孟浩然,故人具鸡黍，邀我至田家。#绿树村边合，青山郭外斜。#开轩面场圃，把酒话桑麻。#待到重阳日，还来就菊花。,老朋友预备丰盛的饭菜，邀请我到他好客的农家。翠绿的树林围绕着村落，苍青的山峦在城外横卧。推开窗户面对谷场菜园，手举酒杯闲谈庄稼情况。等到九九重阳节到来时，再请君来这里观赏菊花。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
秦中感秋寄远上人,唐代,孟浩然,一丘常欲卧，三径苦无资。#北土非吾愿，东林怀我师。#黄金燃桂尽，壮志逐年衰。#日夕凉风至，闻蝉但益悲。,本想长久地归隐山林，又苦于无钱举步维艰。滞留长安不是我心愿，心向东林把我师怀念。黄金像烧柴一般耗尽，壮志随岁月逐日衰减。黄昏里吹来萧瑟凉风，听晚蝉声声愁绪更添。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
望洞庭湖赠张丞相,唐代,孟浩然,八月湖水平，涵虚混太清。#气蒸云梦泽，波撼岳阳城。#欲济无舟楫，端居耻圣明。#坐观垂钓者，徒有羡鱼情。,秋水胜涨，几乎与岸平，水天含混迷茫与天空浑然一体。云梦大泽水气蒸腾白白茫茫，波涛汹涌似乎把岳阳城撼动。我想渡水苦于找不到船与桨，圣明时代闲居委实羞愧难容。闲坐观看别人辛勤临河垂钓，只能白白羡慕被钓上来的鱼。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
与诸子登岘山,唐代,孟浩然,人事有代谢，往来成古今。#江山留胜迹，我辈复登临。#水落鱼梁浅，天寒梦泽深。#羊公碑尚在，读罢泪沾襟。,人间的事情都有更替变化，来来往往的时日形成古今。江山各处保留的名胜古迹，而今我们又可以登攀亲临。鱼梁洲因水落而露出江面，云梦泽由天寒而迷濛幽深。羊祜碑如今依然巍峨矗立，读罢碑文泪水沾湿了衣襟。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
清明日宴梅道士房,唐代,孟浩然,林卧愁春尽，开轩览物华。#忽逢青鸟使，邀入赤松家。#金灶初开火，仙桃正发花。#童颜若可驻，何惜醉流霞。,我高卧在山林，揭开帐子欣赏山中的自然美景。忽然梅道士派人送来书信，邀我去他那里赴宴。房里炼丹炉刚刚点起火，屋外桃花正灼灼盛开。如果说饮此酒能永葆青春，那我一定一醉方休。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
