MITI,NANDU,MIDI,JIESHI
山东有雨，安徽少云,10,鲩,“山东”简称“鲁”，“有雨”也就是“无日”为“鱼”，“安徽”简称“皖”，“少云”解为去掉“云”即去“白”得“完”，合起来为“鲩”。
无言心许,9,忤,“心许”二字除去“言”，余下“忤”。
上海安装组,6,婶,“上海”简称“申”，把“安”字拆分开，组装起来就是“婶”字。
来日会知音#黯然失色日落去#暗无天日#节约一粒米,1,立,“立”字来“日”后，成为“音”字。#“黯”字失去“黑”色，剩下“音”，再落去“日”，余下“立”字。#一“天”为一“日”，加上原有的“日”便是两个“日”字；“暗无天日”意思为“暗”字没了“两个日”便是“立”字。#节约“粒”的“米”，剩下“立”。
对镜相映画蛾眉#看上去只有一米长,6,眯,“相”字在镜中映出“目木”，“蛾眉”形似“丷”。#“看”字的上头去掉，剩下“目”，“目”有“米”即“眯”。
多多合作#转眼即黄昏#昨天今天明天后天#四个晚上,2,罗,“多多”二字的笔划结构由四个“夕”组合而成，可归纳为“四夕”。#“眼”义扣“目”，“目”转过来就是“罒”；“黄昏”扣“夕”。#“昨天今天明天后天”一共四天。#“夕”指晚上。
线切割加工,2,红,“线”切割掉“戋”，加上“工”，即“红”字。
一赊再赊知多少#撕掉两边开口吹,5,欺,“欺”字拆解为“共二欠”。#“撕”字掉落了两边，剩下“其”；“开口吹”别解为“吹”字去掉“口”，余下“欠”。
节约一半反增色,2,绝,节省去“约”字的一半，再增添上“色”，可成为“绝”字。
人生没有单行道#人生难得一相逢,1,件,“一”像单行道，“人生”二字没有了“一”，剩下的可合为“件”字。#“生”字没有“一”，即“牛”字，再与“人”相逢，便成为“件”。
阶前来个自荐人,6,隧,“自荐人”指“毛遂”，借扣“遂”；“遂”与“阶”字的前半部分“阝”组合，成为“隧”字。
天上挂着两残月#一下变成两粒丹,3,丽,“天”字的上头是“一”，“两残月”与“丽”的下半部分相扣。#将“丽”字的“一”放下，可变成两个“丹”字。
左右开弓三尺长#一来二去弱点除#左右开弓不对头#月月亏损不对头,6,粥,长度“三尺”等于“一米”。#“一来”去掉“二”，就是“米”字；“弱”字除掉“点”，即“弜”。#两个“不”字头对头，即“米”字；“米”左右开弓，成“粥”字。#“月月”亏损残缺后成为“弓弓”，两个“不”字的头顶在一起形似“米”字。
山区变样已翻身,5,岗,“区”字翻了个身，变了个样，成为“凶”。
游子方离母牵挂,1,海,“游”字的“子方”离去，再牵挂上“母”就是“海”字。
自会下台#嘴和眼挨着排，眼睛上边眉毛歪,4,咱,“台”字的下半部分为“口”，与“自”组合，成“咱”字。#“嘴”即“口”，“眼”即“目”，“目”上面眉毛歪（丿）。
五上南京,6,戚,“戊”为序数第五，“京”字的南部为“小”，再与“上”组合便构成“戚”。
花前和柳畔,2,节,“花”字的前头是“艹”，“柳”字边旁取“卩”。
三人踢球，一人卧倒#组织三人踢足球#好像读四声,2,似,谜底“似”以象形法扣合“三人”、“一球”。#“似”字可拆分为三个“人”和一个“丶”，“丶”以象形法扣“足球”。#“似”字义为“好像”，与“四”同声。
猜出半句,4,狗,“猜”字出去一半后，与“句”组合，可成“狗”字。
消除一半#除去一半添一半#剩三点,5,涂,“消除”二字的一半，组合成为“涂”字。#“除”字去掉一半剩下“余”字，“添”字的一半是“三点水”。#余下三点。
别用手摸#见了馒头就叫馍#落草之后得天下,3,莫,“别”与“莫”同义相扣；“莫”与“手”组合后，可成为“摸”字。#“馒”字的前头是“饣”，“莫”字见了“饣”就是“馍”字。#“草”字的后半部分零落了，剩下“艹曰”；“天”字的下半部分为“大”；“艹曰”得“大”便是“莫”。
春雨如油,5,溃,“春雨”是水，“油”是很贵的，所以“水”很“贵”。
说话和蔼,5,葛,“说话”扣“言（讠）”。谜底“葛”与“讠”组合，即为“蔼”字。
俺大人不在#上海中转,1,电,“俺”字的“大人”不在，只有“电”在。#“上海”简称“申”，“申”字中间一笔转了个弯，成为“电”字。
闲来出门垂钓钩,6,札,“闲”字去掉“门”，剩下“木”；“钓钩”形如“乚”。
几多错误无人信,6,讽,“几”字多了“错误（X)”扣“风”，“无人信”扣“言（讠）”。
留一半清醒#黄昏却下潇潇雨#江边一钓客#河畔亮灯时#西湖半醉黄昏雨#落汤鸡#油醋混合半清醒#鸡在水边,3,酒,“清醒”二字各留一半，可为“酒”字。#“酒”字可拆解为“氵酉”，“酉”别指“酉时”，即下午五点至七点，与谜面“黄昏”之意相扣；“氵”以象形法扣“潇潇雨”。#“江”字的一边，取“氵”；古时，“客”位在“西”，“一”钓着“客”，即“酉”字。#“河”字一畔，取“氵”；“酉”时是掌灯时分。#“湖”字的西边，为“氵”；“醉”字一半，取“酉”；合为“酒”字。“酒”字又可拆解为“酉时水”，“酉时”指下午5时正至下午7时正，正值黄昏。#在十二生肖中，“鸡”被称为“酉”，“酉”湿了。#“油”的“水”，“醋”的“酉”混合成“酒”；“清、醒”各一半。#在十二生肖中，鸡被称为“酉”。
大散关上辞夫人#真通未来#移花接木后，古代女英雄,2,兰,“关”字散去“大”，余下“丷一”；“夫”字辞去“人”，留下“二”字。#“兰”字加上一“直”，即为“羊”字。“羊”与地支“未”相扣。#“兰”字移“花”接“木”之后，便是古代女英雄“花木兰”。
泥船左右,4,沿,“泥”的左边，“船”的右边。
宫中府中俱为一体,6,咐,“宫”字中间是“口”，“府”字中间是“付”。
友人确定前来,8,硼,“友人”扣“朋”，“确定前”扣“石”，合成“硼”字。
辛苦半生添白头#甜一半，辣一半,4,辞,“苦”字一半，取“古”，添上“白”字的头一笔“丿”成为“舌”字。#“甜”一半为“舌”，“辣”一半为“辛”，我们常说的“辛辣”就是辣，这个构成是同义反复。
帘下有缺口,7,匝,“帘”字的下方为“巾”。“缺口”形扣“匚”。
风吹树枝摇，折断小树枝,6,枫,“树”枝折断剩下“木”，加上“风”便是“枫”。
糟粮运送一半,5,糟,“漕粮”二字各取一半。
身居数职不贪占#不计前嫌广结交,5,廉,“廉”字可拆分为“兼广”，与“身居数职”之意相扣；“不贪占”与“廉”的字义相扣。#“嫌”字前头的“女”不要了，然后结交个“广”。
二人联手合作,5,扶,“二人”联“手”合作。
种草不要有怨心,6,苑,“不要有怨心”别解为“怨”字不要“心”，剩下“夗”，与“草字头”组合，即为“苑”字。
闲时出门看日落#一尺多一点点，不作尽字猜#小树一寸长,2,村,在灯谜中，“出”和“落”都有减损之意。“闲时”去掉“门”和“日”，余下“村”字。#一尺即“十寸”，“十寸”加上两点便是“村”。#“树”象形“木”。
前头有难#一撇又一横，关系好得很#朋友半边不见啦,2,友,谜面别解为取“有难”二字的前头部分，合为“友”字。#“一撇”加“又”再加“一横”便是“友”字。#“朋”和“友”两字的半边都不见了。
古稀之年节饮食,3,软,“古稀之年”扣“车”，“节饮食”扣“欠”，合成“软”字。
廿一中聚会,2,革,“廿一中”聚会在一起，组成“革”字。
入口知味#一下露出本相#一下降低成本,2,未,“未”字加入“口”，即成为“味”字。#“未”字的起笔“一”，往下移，即露出“本”字的相貌。#“未”字上部的“一”位置降低下来，可成为“本”字。
土生土长成佳丽,8,俪,“俪”与“土土”结合，组成“佳丽”二字。
亮出首尾,6,亢,“亮”字的首、尾。
人人结交用真心,7,俸,“用真”二字的中心分别为“一十、三”，与“人人”结交，可成为“俸”字。
江西大米向外运,5,澳,“江”字的西部分是“氵”，“向”字的外围是“丿冂”，再把“大米”运到一起便组成“澳”字。
双方用力#为了这两点，双方要配合#双方使劲,6,咖,“方”别解为方格，形扣“口”。#“为”字了却去“两点”，余下“力”；“双方”别解为“两个方格（口口）”，与“力”字组合，可成为“咖”字。#“双方”意为两个方格（口口）。
故意写多一撇,2,敌,“故”字，写多“一撇”，即成“敌”字。
左边缺一半，右边空一半,6,缸,“缺”字的一半是“缶”，“空”的一半是“工”。
慷慨解囊,6,锄,“锄”拆解为“助金”。
再三出错,2,交,“再三”即“六”，“错”别解为符号“乂”。
闺中闲来独掩门#加加减减得十八,5,桂,“闺”字中间，取“圭”；“闲”字掩去“门”，余下“木”；合为“桂”字。#数学符号“加加减减”可写成“十一十一”，合为“圭”；“圭”得到“十八”，便是“桂”字。
